# MJD residual_us
5.542988289291915862e+04 -6.806195576873105502e+00
5.542988289292077388e+04 -2.700238861086277531e+00
5.542988289292205445e+04 -2.325782441155536784e+00
5.542988289292356785e+04 -5.004809674154464538e+00
5.542988289292398986e+04 1.799478248599820862e+00
5.542988289292457921e+04 -7.055103078614105572e-01
5.542988289292639092e+04 -4.134912207898510772e+00
5.542988289292700210e+04 -2.904945240631475745e+00
5.542988289292815170e+04 -5.546823662720649750e+00
5.542988289292898116e+04 -5.459858127439534137e+00
5.542988289293064736e+04 -2.156021102142570811e+00
5.542988289293099660e+04 -3.629305087041249323e+00
5.542988289293220441e+04 -5.385533066096281907e+00
5.542988289293224079e+04 -3.936260816592723089e+00
5.542988289293275739e+04 -1.289343206672527220e+00
5.542988289293396519e+04 -7.281260893714159188e+00
5.542988289293544949e+04 -2.859798615595291693e+00
5.542988289293672278e+04 -1.833903152618212351e+00
5.542988289293681009e+04 -3.491731385439227342e+00
5.542988289293691196e+04 -4.270937459513592493e+00
5.542988289293808339e+04 -6.307614050153948604e+00
5.542988289293865091e+04 -4.658130660730238404e+00
5.542988289293940761e+04 -5.374517442387938715e+00
5.542988289293967682e+04 -1.235256677194717545e+00
5.542988289294285642e+04 -6.626859996193148916e+00
5.542988289294310380e+04 7.009647132366851885e+00
5.542988289294316928e+04 -3.798523553907994454e+00
5.542988289294386050e+04 -3.315471183538057254e+00
5.542988289294674178e+04 -3.189683564428708262e+00
5.542988289294688002e+04 -2.907407265350113068e+00
5.542988289294750575e+04 -1.495680354775896559e+00
5.542988289294855349e+04 -5.303246238628380738e+00
5.542988289294918650e+04 -2.503273471070101563e-01
5.542988289294952119e+04 -6.810358667717920644e-01
5.542988289295037976e+04 -4.847457994261990422e+00
5.542988289295304276e+04 -2.829641502941370845e+00
5.542988289295347931e+04 -3.302764531925282299e+00
5.542988289295421419e+04 -4.964901846033789923e+00
5.542988289295636059e+04 -4.478856953486173964e+00
5.542988289295682625e+04 -7.292296424527964227e+00
5.542988289295724098e+04 -2.851934770908315375e+00
5.542988289295816503e+04 -6.307336426737249369e+00
5.542988289295888535e+04 -3.203708389240928156e+00
5.542988289295980940e+04 -3.218328275097469771e+00
5.542988289296103176e+04 -8.770891117999790598e-01
5.543088014316042245e+04 5.712182208868439304e+00
5.543088014316186309e+04 6.594467855334971151e-01
5.543088014316197223e+04 3.537479971528360245e+00
5.543088014316211775e+04 -1.014645552449739307e+00
5.543088014316235058e+04 -9.043763290920253661e-01
5.543088014316562476e+04 1.575837027579016780e+00
5.543088014316605404e+04 8.336092089430382490e-01
5.543088014316643967e+04 5.421953290173010309e+00
5.543088014316707995e+04 -2.949649518828103001e-01
5.543088014316762565e+04 1.465989619645125419e+00
5.543088014317035413e+04 1.317045774930426516e-01
5.543088014317082707e+04 1.298254501150106321e+00
5.543088014317226043e+04 5.332330425327756807e+00
5.543088014317325724e+04 -1.707200300691584793e+00
5.543088014317475609e+04 2.929875836677079182e+00
5.543088014317535999e+04 1.602055223501053449e+00
5.543088014317650959e+04 5.085135826370150269e+00
5.543088014317848138e+04 1.624167175399347407e+00
5.543088014317938359e+04 -4.337723559935853790e-01
5.543088014318067144e+04 5.717154680994675608e+00
5.543088014318091155e+04 1.861336125622884419e+00
5.543088014318194473e+04 1.326198696918600817e+00
5.543088014318251226e+04 4.042775077341822509e-01
5.543088014318306523e+04 3.824862712172741652e+00
5.543088014318370551e+04 4.141366319927326956e+00
5.543088014318412752e+04 -1.090772433567302191e-01
5.543088014318424393e+04 -5.643522072203098761e-01
5.543088014318681962e+04 -2.669772875287154346e+00
5.543088014318714704e+04 1.628210397031191331e-02
5.543088014318714704e+04 -1.996421985171787372e-01
5.543088014318784553e+04 3.231722972543459971e+00
5.543088014318939531e+04 1.869861747058972901e+00
5.543088014319063223e+04 2.232489042106979849e+00
5.543088014319085778e+04 3.709444542889029695e+00
5.543088014319135982e+04 4.660675489955468098e-01
5.543088014319143986e+04 9.702257553933467671e-01
5.543088014319197828e+04 2.194315822310786590e+00
5.543088014319550712e+04 1.510864539593276268e+00
5.543088014319673675e+04 -7.211276571142233305e-01
5.543088014319960348e+04 1.951590099514239229e+00
5.543088014320140792e+04 2.760515867952539004e+00
5.543088014320166985e+04 -6.014047107820356119e-01
5.543088014320235379e+04 5.620779045443994315e-01
5.543088014320300135e+04 1.730689020661494215e+00
5.543088014320351795e+04 2.991880551859496418e+00
5.543088014320359071e+04 4.985419521026284606e+00
5.543088014320441289e+04 1.702135237041990656e+00
5.543088014320687944e+04 6.964863763781670158e-01
5.543088014320774528e+04 6.182762012907274674e-01
5.543088014320886577e+04 3.405544285010777106e+00
5.543088014320907678e+04 -1.283598079646360413e+00
5.543088014320992806e+04 5.542377331720227396e-01
5.543088014321000810e+04 2.288391960450656626e+00
5.543088014321121591e+04 1.321832046434232799e+00
5.543088014321157243e+04 4.367513728113865845e+00
5.543088014321209630e+04 -8.785756443547927397e-01
5.543088014321235096e+04 2.991394710880272090e+00
5.543088014321312949e+04 1.188569578239166979e+00
5.546179555919907580e+04 9.213194198691075643e-02
5.546179555919924314e+04 3.117605221506508872e+00
5.546179555919939594e+04 -3.518094225155594668e-01
5.546179555919962149e+04 -2.933135810119547049e+00
5.546179555920291023e+04 3.190268308559505162e+00
5.546179555920333223e+04 9.360931399858514190e-01
5.546179555920442363e+04 4.566422835779687439e+00
5.546179555920471466e+04 3.687410067332417718e+00
5.546179555920488929e+04 2.982730815797538959e+00
5.546179555920764687e+04 2.285180460137289149e+00
5.546179555920811981e+04 2.167028023015751703e+00
5.546179555920947314e+04 5.157702110384364547e-01
5.546179555921053543e+04 6.548896724795443269e-01
5.546179555921196152e+04 -2.367556650950192410e+00
5.546179555921265273e+04 2.408358096313093721e+00
5.546179555921376596e+04 3.735013874818867485e+00
5.546179555921575229e+04 1.071645463340257898e+00
5.546179555921580322e+04 -8.069912576407187288e+00
5.546179555921664723e+04 -1.847769710385440411e-01
5.546179555921797873e+04 4.224799689108917455e+00
5.546179555921820429e+04 4.157228516814976516e+00
5.546179555921929568e+04 6.267659319121989370e+00
5.546179555921981955e+04 9.977481357486652769e-01
5.546179555921984138e+04 3.292657546335012952e+00
5.546179555922099098e+04 4.756890792653465816e+00
5.546179555922157306e+04 2.745997669772108907e+00
5.546179555922297732e+04 -1.272948854298054266e+00
5.546179555922314466e+04 -1.106081039963501933e+00
5.546179555922444706e+04 2.491581633798333861e+00
5.546179555922446161e+04 -9.672284413415499493e-01
5.546179555922511645e+04 3.059481853858492695e+00
5.546179555922673171e+04 3.149452286005457236e+00
5.546179555922764848e+04 1.115964060395727708e+00
5.546179555922809232e+04 -3.556165219275502776e-01
5.546179555922868167e+04 3.391848734519668174e+00
5.546179555922874715e+04 3.151912158604612380e+00
5.546179555922927830e+04 4.664540116329190411e+00
5.546179555923277076e+04 1.065360198313282769e+00
5.546179555923418229e+04 2.455757452446158062e+00
5.546179555923690350e+04 3.328364437173930490e+00
5.546179555923864973e+04 -1.318337550494659560e-01
5.546179555923896260e+04 1.978419001653025644e-01
5.546179555923966109e+04 2.968851797081920374e+00
5.546179555924025772e+04 1.323417620496830649e+00
5.546179555924083252e+04 2.026817436983417764e+00
5.546179555924086162e+04 5.013098468118751150e+00
5.546179555924164015e+04 -1.547063240140654328e+00
5.546179555924419401e+04 3.829884683088558894e+00
5.546179555924504530e+04 4.057307760116660944e+00
5.546179555924567103e+04 1.975941919387420853e+01
5.546179555924612941e+04 1.938789292693616106e+00
5.546179555924618035e+04 5.584957512016307746e+00
5.546179555924719170e+04 7.306668764625298129e-01
5.546179555924724264e+04 -2.688171883030714859e+00
5.546179555924852320e+04 1.145328582144421355e-02
5.546179555924888700e+04 3.214199877503166825e+00
5.546179555924962915e+04 2.024732033178884727e+00
5.546179555925042951e+04 4.490977058201137240e+00
5.546179555925110617e+04 -1.055352354949516291e+00
5.546379005727377080e+04 -4.572950846665481350e+00
5.546379005727458571e+04 -2.188744617336945808e+00
5.546379005727461481e+04 -5.115579803387799274e+00
5.546379005727484764e+04 -4.157797308779172418e+00
5.546379005727731419e+04 -3.685074574018457838e+00
5.546379005727737967e+04 -6.581887692914247801e+00
5.546379005728015909e+04 -4.726307654720615758e+00
5.546379005728021730e+04 -2.255685218614700727e+00
5.546379005728059565e+04 -3.910644676149189536e+00
5.546379005728095945e+04 -4.539337968109111721e+00
5.546379005728565971e+04 -6.418093105238894758e+00
5.546379005728698394e+04 -4.096022870383548842e+00
5.546379005728775519e+04 -4.633970967173087097e+00
5.546379005728886114e+04 -5.566254073775493971e+00
5.546379005728931224e+04 -5.488310761506322244e+00
5.546379005728943594e+04 -7.198737871214361483e+00
5.546379005729129130e+04 -7.449763242901372706e+00
5.546379005729193159e+04 -1.896153209446859389e+00
5.546379005729308847e+04 -4.365320812764471370e+00
5.546379005729393975e+04 -2.157095547832833304e+00
5.546379005729556957e+04 -2.773900531623251897e+00
5.546379005729596247e+04 -2.654739826511514966e+00
5.546379005729604251e+04 -1.451916162158094714e+01
5.546379005729718483e+04 -2.722730662109819733e+00
5.546379005729749770e+04 -6.116011926372445728e+00
5.546379005729767960e+04 -2.188861907850203625e+00
5.546379005729894561e+04 -2.019422310701894929e+00
5.546379005730042263e+04 -3.491342927908659188e+00
5.546379005730066274e+04 -3.602163093862012389e+00
5.546379005730112112e+04 -5.188180478975075616e+00
5.546379005730183417e+04 -5.997995072779914061e+00
5.546379005730300560e+04 -7.427220867100962742e+00
5.546379005730355857e+04 -5.408968571556090232e+00
5.546379005730435892e+04 -3.464617907841879063e+00
5.546379005730456993e+04 -3.775098809153217605e+00
5.546379005730782228e+04 -3.483723348785899177e+00
5.546379005730795325e+04 2.499226994360384424e+00
5.546379005730811332e+04 -1.872172141754466779e+00
5.546379005730868812e+04 -5.474952371366027526e-01
5.546379005731165671e+04 -4.641623904148242552e+00
5.546379005731182406e+04 -3.241754095994121787e+00
5.546379005731204961e+04 -6.615566211115652351e+00
5.546379005731351936e+04 -2.220570160640822799e+00
5.546379005731408688e+04 -5.066063837717282858e+00
5.546379005731448706e+04 -1.439041949606777893e+00
5.546379005731538200e+04 -2.185254771206653901e-01
5.546379005731795769e+04 -4.047129943310981304e+00
5.546379005731845973e+04 -2.361468348856482269e+00
5.546379005731905636e+04 2.803401293795573790e-01
5.546379005732123187e+04 -4.105939837082511978e+00
5.546379005732381484e+04 -3.195869831995588495e+00
5.546379005732393125e+04 -5.657527429939492869e-01
5.546379005732430960e+04 -4.666825223602421246e+00
5.546379005732473161e+04 -4.007649310912440477e+00
5.546379005732488440e+04 -7.669645293168962041e+00
5.546379005732641235e+04 -5.300676069966437254e+00
5.549266583254258876e+04 -1.407648982338304489e+00
5.549266583254339639e+04 6.721259536403300094e-01
5.549266583254341094e+04 -2.001404766189785356e+00
5.549266583254365105e+04 -4.389833454019418824e+00
5.549266583254611760e+04 -4.601702087296153820e+00
5.549266583254619036e+04 -2.822632049760752437e+00
5.549266583254731813e+04 -2.370682666993871379e+01
5.549266583254827856e+04 3.414049955417675530e+00
5.549266583254899888e+04 -3.790212068445218296e+00
5.549266583254955913e+04 1.015847416836351602e+00
5.549266583254975558e+04 -4.901624690297739839e+00
5.549266583255451405e+04 -3.222277414466858669e+00
5.549266583255574369e+04 -2.725255098321417879e+00
5.549266583255581645e+04 -1.136828231055912741e-01
5.549266583255764272e+04 -4.579621341130273748e+00
5.549266583255828300e+04 -1.628244460225433343e+00
5.549266583255866135e+04 -2.451665829636177296e+00
5.549266583256014565e+04 -1.864167333258117232e+00
5.549266583256076410e+04 -2.733998083828132142e+00
5.549266583256197919e+04 -1.132037797374034316e+00
5.549266583256252488e+04 1.005099283148188327e+01
5.549266583256276499e+04 -2.671667322538727074e+00
5.549266583256439480e+04 -2.334132126872317858e+00
5.549266583256466402e+04 -2.125153790096633522e+00
5.549266583256588638e+04 1.578244667317165950e+00
5.549266583256593731e+04 -7.469702630229703821e+00
5.549266583256651938e+04 4.959287012309890330e-01
5.549266583256841841e+04 -2.920339351544770867e+00
5.549266583256876766e+04 -3.698909474321010471e+00
5.549266583256911690e+04 -3.440983331424782854e+00
5.549266583256995364e+04 -2.994901684065538472e+00
5.549266583257065940e+04 -3.195125198677207567e+00
5.549266583257183811e+04 -2.384773651046715681e+00
5.549266583257232560e+04 -4.322898233039770055e+00
5.549266583257319871e+04 -5.674851992046107130e-01
5.549266583257339516e+04 -5.159969420438534904e+00
5.549266583257666935e+04 -6.074661993894677758e-01
5.549266583257693856e+04 -3.793423030753161118e+00
5.549266583257697494e+04 8.225780275606370040e+00
5.549266583257743332e+04 -3.902551630773273494e+00
5.549266583258046740e+04 -3.648571398997430215e+00
5.549266583258049650e+04 -1.699531266852977840e+00
5.549266583258061291e+04 -3.476935563888146064e+00
5.549266583258233732e+04 -2.809733321481493018e+00
5.549266583258288301e+04 -1.988841768553983869e+00
5.549266583258328319e+04 1.275451136890113579e+00
5.549266583258419996e+04 -2.440644949943172534e-02
5.549266583258679020e+04 -2.824018014724770431e+00
5.549266583258724859e+04 -1.160432862180332370e+00
5.549266583258729224e+04 -3.468779030947728437e+00
5.549266583258785249e+04 -3.648835033637324976e+00
5.549266583259004983e+04 -2.704423657530712788e+00
5.549266583259212348e+04 -5.202900976470703931e+00
5.549266583259265462e+04 -6.369835945198895066e-01
5.549266583259274921e+04 -3.047222937516980146e+00
5.549266583259357139e+04 -1.032531323680203172e+00
5.549266583259416075e+04 -3.811940943071320032e+00
5.549366297942967503e+04 -1.476671715245989613e+00
5.549366297942987148e+04 3.363809845529464937e+00
5.549366297943003156e+04 -5.830966301290635423e-01
5.549366297943022801e+04 4.584280627773463235e-01
5.549366297943356767e+04 2.561929040287478809e+00
5.549366297943394602e+04 1.268378240119624190e+00
5.549366297943501559e+04 -2.316834918065220350e-01
5.549366297943528480e+04 2.165453747618501179e+00
5.549366297943543759e+04 -2.611449318297108246e-01
5.549366297943832615e+04 4.974148333233997299e+00
5.549366297943871177e+04 2.191069350078489020e+00
5.549366297944011603e+04 -1.316297921529052894e+00
5.549366297944114194e+04 3.273442347332036206e+00
5.549366297944262624e+04 -7.586143085185141632e-02
5.549366297944320831e+04 -1.223598601843248090e+00
5.549366297944438702e+04 3.498656273686297169e+00
5.549366297944550024e+04 3.673565482569355112e+00
5.549366297944630060e+04 8.755561703177607846e-01
5.549366297944859980e+04 4.213862617808891819e+00
5.549366297944881808e+04 1.319246812902275190e+00
5.549366297944980761e+04 2.703401844413586552e+00
5.549366297945033148e+04 -2.132767944924893744e+00
5.549366297945151018e+04 -2.523330289241943802e+00
5.549366297945204860e+04 6.283998210505882476e+00
5.549366297945208498e+04 -4.992903567112526808e+00
5.549366297945212864e+04 5.509684980118860764e+00
5.549366297945467522e+04 -1.288744335450898948e+00
5.549366297945573751e+04 2.304644229004947587e+00
5.549366297945687984e+04 -1.669950835946071022e-01
5.549366297945733095e+04 1.093843500031192129e+00
5.549366297945843689e+04 -4.470471671665071645e-01
5.549366297945870610e+04 1.684613218063660156e+00
5.549366297945920087e+04 -8.235464865497376108e-01
5.549366297945934639e+04 1.904974114924346207e+00
5.549366297945986298e+04 1.860246119416610888e-01
5.549366297946101986e+04 2.857160022758794771e+00
5.549366297946344275e+04 2.612532902370480414e+00
5.549366297946459963e+04 -8.363602061083823536e-01
5.549366297946750274e+04 8.817951647753541344e-01
5.549366297946932900e+04 4.244018116373844407e+00
5.549366297946956911e+04 3.873058932922422426e-01
5.549366297947023122e+04 -8.223466799232773683e-01
5.549366297947094426e+04 2.328942734325216257e+00
5.549366297947125713e+04 -2.304119700259003256e+00
5.549366297947137355e+04 -1.252046393577535000e+00
5.549366297947147541e+04 3.103112848764865817e+00
5.549366297947233397e+04 1.646896247602620988e+00
5.549366297947307612e+04 -2.995917440478443883e+00
5.549366297947513522e+04 2.033507300500512649e+00
5.549366297947573185e+04 5.297758239615300901e+00
5.549366297947659768e+04 -6.570221009125412515e+00
5.549366297947670682e+04 1.241741456952451639e+00
5.549366297947780549e+04 7.703003093546781921e-01
5.549366297947910789e+04 3.230691569338637326e+00
5.549366297947950807e+04 3.486085743632208356e+00
5.549366297947995918e+04 9.298487652397809944e-01
5.549366297948105057e+04 2.927320775137973730e-01
5.549366297948182910e+04 5.769200463272828650e+00
5.552058940707061993e+04 1.190172509629956743e-01
5.552058940707139118e+04 -3.722584941079193133e+00
5.552058940707148577e+04 7.478880927947656465e-01
5.552058940707173315e+04 -2.922777702977028547e+00
5.552058940707421425e+04 -2.840605475870424890e+00
5.552058940707424335e+04 -1.516648455202473933e+00
5.552058940707596776e+04 1.099636961764034249e+00
5.552058940707659349e+04 -2.214141779709880797e+00
5.552058940707701549e+04 -4.102599747684472220e+00
5.552058940707752481e+04 -2.366826050421344085e+00
5.552058940707789588e+04 1.619900016495906314e+00
5.552058940708262526e+04 -2.174131725911261803e+00
5.552058940708383307e+04 -1.588334479999693016e+00
5.552058940708572482e+04 -9.073823460412714370e-01
5.552058940708628506e+04 1.262399608137857676e+00
5.552058940708632144e+04 -2.052522800509361811e-01
5.552058940708724549e+04 -1.286218867215172201e+00
5.552058940708820592e+04 -1.349963386676908128e-01
5.552058940708887530e+04 -4.362066808151890740e+00
5.552058940708995215e+04 -2.856750676429687275e+00
5.552058940709065791e+04 2.266228851787651433e+00
5.552058940709085437e+04 -4.671758957669133849e+00
5.552058940709251328e+04 -1.339502118087804616e+00
5.552058940709269518e+04 -1.273626815965873238e+00
5.552058940709404851e+04 -4.609145192663646640e+00
5.552058940709415037e+04 -5.029534837324381336e+00
5.552058940709456510e+04 -2.798366902319858074e+00
5.552058940709631133e+04 -5.279848933518468179e+00
5.552058940709711896e+04 -5.479084440931344391e-01
5.552058940709720628e+04 -2.556142623361477018e+00
5.552058940709870512e+04 -9.675351623877992413e-01
5.552058940709986928e+04 -3.425834562231521385e+00
5.552058940709989110e+04 -1.980410840395211869e+00
5.552058940710037132e+04 -3.702949002675739898e+00
5.552058940710124443e+04 -2.328679732117835854e+00
5.552058940710152092e+04 -4.604365335233344680e+00
5.552058940710471506e+04 -4.653601525368615377e+00
5.552058940710486058e+04 -9.976360155520868744e+00
5.552058940710510797e+04 -2.102145480442486392e+00
5.552058940710547176e+04 -2.231891385363375058e+00
5.552058940710827301e+04 1.096927443301742855e+00
5.552058940710854949e+04 -1.876212746170004442e+00
5.552058940710865863e+04 -4.670726832018469721e-01
5.552058940711044124e+04 -3.161063603233269959e+00
5.552058940711094328e+04 -1.013596976246754711e+00
5.552058940711122705e+04 -1.188991488080800352e+00
5.552058940711226023e+04 -6.734589180710822021e+00
5.552058940711486503e+04 -4.645160912652882779e+00
5.552058940711515606e+04 -3.859637291734378639e+00
5.552058940711549076e+04 -3.255976377835319013e+00
5.552058940711598552e+04 8.466473321613117164e+00
5.552058940711732430e+04 -3.900284372907769637e+00
5.552058940711810283e+04 -2.460502432365262671e+00
5.552058940712070762e+04 -2.334093388743645470e+00
5.552058940712093317e+04 1.181490675183251682e+00
5.552058940712155163e+04 -2.946270239541265212e+00
5.552058940712161711e+04 -3.415176190361387309e+00
5.552158667286521086e+04 6.495776454825904267e+00
5.552158667286635318e+04 -2.981187258525459960e+00
5.552158667286665877e+04 4.385726081883493110e-01
5.552158667286689160e+04 1.390360373922742365e+00
5.552158667286698619e+04 2.818106586109613065e+00
5.552158667287046410e+04 3.318257007966879168e+00
5.552158667287064600e+04 1.857997154547252061e-01
5.552158667287079879e+04 6.364759723334690200e+00
5.552158667287183926e+04 6.563165277277694942e-01
5.552158667287219578e+04 -2.077637595219009869e-01
5.552158667287521530e+04 7.492862031993443139e+00
5.552158667287551361e+04 4.097380225464797299e+00
5.552158667287703429e+04 2.151313246403079305e+00
5.552158667287786375e+04 1.522866372114438205e+00
5.552158667287945718e+04 -4.959002800334355032e-01
5.552158667288006836e+04 5.093901947320882861e+00
5.552158667288119614e+04 2.309948127557993836e+00
5.552158667288311699e+04 1.503158337707414249e+00
5.552158667288419383e+04 1.607318274096241617e-01
5.552158667288529250e+04 2.685162631597761251e+00
5.552158667288567813e+04 1.709593945284868299e+00
5.552158667288652214e+04 2.802656520151870723e+00
5.552158667288701690e+04 -1.199053678850716231e+00
5.552158667288708239e+04 8.909136951450388198e-01
5.552158667288833385e+04 4.570641993275787601e-02
5.552158667288866855e+04 -6.531309032084883226e-01
5.552158667288874858e+04 -3.391146655984194958e+00
5.552158667289134610e+04 -3.340621346262797164e+00
5.552158667289197911e+04 2.471123585793715272e+00
5.552158667289216828e+04 1.420035949837397116e+00
5.552158667289253935e+04 2.622386961884047296e-01
5.552158667289400182e+04 5.494078389804790685e-01
5.552158667289514415e+04 5.359215820750338199e-01
5.552158667289541336e+04 -3.944351127986364336e+00
5.552158667289593723e+04 -4.928173688362679772e-01
5.552158667289609730e+04 -3.963101469211720129e+00
5.552158667289670848e+04 -2.173987985653348387e-01
5.552158667290030280e+04 2.068667553004386761e+00
5.552158667290140147e+04 1.332748134657001149e+00
5.552158667290422454e+04 8.518312048549431248e-01
5.552158667290609446e+04 -1.012633858770125572e+00
5.552158667290642188e+04 5.794825750326459968e+00
5.552158667290706217e+04 1.846673197433967850e+00
5.552158667290783342e+04 1.058521838594256970e+00
5.552158667290814628e+04 1.253649134209744442e+00
5.552158667290829180e+04 6.822054493656939389e-01
5.552158667290912126e+04 -4.940868545603430917e+00
5.552158667291160236e+04 2.714696167624797596e+00
5.552158667291254096e+04 -2.211725981564842236e+00
5.552158667291335587e+04 -8.618337686890598093e-01
5.552158667291337770e+04 2.346703100598709568e+00
5.552158667291446181e+04 6.929903005418817930e-02
5.552158667291457095e+04 2.062521099685636017e+00
5.552158667291585152e+04 1.093855336699036229e+00
5.552158667291617166e+04 -7.632817599966394972e-01
5.552158667291623715e+04 1.450452930923028516e+00
5.552158667291667371e+04 2.628267048128638983e+00
5.552158667291802703e+04 7.706204867136208669e+00
5.554257405795596424e+04 1.259399597547894878e+00
5.554257405795637169e+04 5.860613891650738871e+00
5.554257405795650993e+04 4.383111256711363923e-01
5.554257405795653176e+04 -8.429989144941930912e-02
5.554257405796015519e+04 3.454616376165120961e+00
5.554257405796024250e+04 3.141579832927948068e+00
5.554257405796036619e+04 6.040103391167467306e-01
5.554257405796129024e+04 -2.024962898437176584e+00
5.554257405796177045e+04 -3.214708366211333157e+00
5.554257405796483363e+04 3.396951409970982549e+00
5.554257405796511011e+04 2.600578954599722437e+00
5.554257405796673265e+04 3.257158335119559212e+00
5.554257405796737294e+04 -2.522315564935869059e+00
5.554257405796911917e+04 1.497065191642240056e-01
5.554257405796963576e+04 1.538923916099722011e-01
5.554257405797083629e+04 2.015993351967490632e+00
5.554257405797269894e+04 -8.594147863667574994e-01
5.554257405797387764e+04 7.497238947384802232e-01
5.554257405797485990e+04 2.851206111288072040e-02
5.554257405797528918e+04 -2.850018802629481041e+00
5.554257405797608953e+04 2.679914688193584027e+00
5.554257405797656247e+04 2.146309568559349845e+00
5.554257405797667889e+04 1.027742225378742047e+00
5.554257405797799584e+04 3.356085888667080575e+00
5.554257405797822867e+04 -1.028260398535084441e+00
5.554257405797846150e+04 4.915277104138823461e+00
5.554257405798092805e+04 -1.601084668048543103e+00
5.554257405798135005e+04 -4.216155709316860012e-01
5.554257405798161199e+04 -1.390557881282258545e+00
5.554257405798225227e+04 5.572862600529296273e+00
5.554257405798364198e+04 4.197394103649236263e-01
5.554257405798468244e+04 -1.197539662784551817e+00
5.554257405798506079e+04 -1.321404901147038347e+00
5.554257405798549735e+04 4.114688150903682007e-01
5.554257405798581749e+04 2.821120629502916977e+00
5.554257405798637774e+04 6.468558103692801931e-01
5.554257405798997206e+04 1.483443846952608558e+00
5.554257405799032858e+04 -4.246924066197493630e+00
5.554257405799385015e+04 2.389397923502585730e+00
5.554257405799573462e+04 -1.196416256400654410e+00
5.554257405799598928e+04 1.255558064223647907e+00
5.554257405799669505e+04 2.483449850301602257e+00
5.554257405799755361e+04 3.231809595478301933e+00
5.554257405799771368e+04 -1.012622022120159393e+00
5.554257405799796106e+04 1.661372479510282441e+00
5.554257405799884873e+04 -2.337032559699884215e-01
5.554257405800119886e+04 -9.162146005181244224e-01
5.554257405800237029e+04 9.361477458160139875e+00
5.554257405800292327e+04 -1.482863363099411247e+00
5.554257405800295965e+04 2.926863945536651190e+00
5.554257405800400738e+04 -2.082178071653854268e+00
5.554257405800421111e+04 4.643192166985928182e+00
5.554257405800548440e+04 3.155138185837055520e+00
5.554257405800585548e+04 3.395930229263780742e+00
5.554257405800624838e+04 3.794836340925298757e+00
5.554257405800657580e+04 -1.018786768454784442e+00
5.554257405800763809e+04 1.113594576847012574e+00
5.554257405800835841e+04 5.580242218326967318e+00
5.554357182718795229e+04 -9.295061346049248163e-01
5.554357182718890544e+04 -1.992112990243190884e+00
5.554357182718895638e+04 8.527006171466612328e-01
5.554357182718918921e+04 -2.323046559320498972e+00
5.554357182719163393e+04 -1.578083934789102027e+00
5.554357182719170669e+04 -1.576713034661625157e+00
5.554357182719334378e+04 -4.061089666620040006e+00
5.554357182719447155e+04 -1.651368984382361127e+00
5.554357182719501725e+04 -2.670337312728871204e+00
5.554357182719529374e+04 -2.999445884462222711e+00
5.554357182720011042e+04 -9.258120214670692016e-01
5.554357182720123819e+04 -5.025094830470497875e-01
5.554357182720312267e+04 -1.474978041214079827e+00
5.554357182720315905e+04 -9.873260534037587854e-01
5.554357182720349374e+04 -2.454322621213588018e+00
5.554357182720377023e+04 -9.140173304958966183e-01
5.554357182720379933e+04 -7.820870242719553111e-01
5.554357182720638957e+04 -2.322867933401219886e+00
5.554357182720743731e+04 -2.228308106397956845e+00
5.554357182720836136e+04 -2.878404226896003948e+00
5.554357182720997662e+04 -1.950393077494049887e+00
5.554357182721017307e+04 -2.010560958677620302e+00
5.554357182721152640e+04 -2.622524749648667441e+00
5.554357182721154823e+04 -1.033019012413763882e+01
5.554357182721204299e+04 -9.668109741805669399e-01
5.554357182721219579e+04 -2.735394809437759811e+00
5.554357182721460413e+04 -2.858868362049581169e+00
5.554357182721554273e+04 3.754498229251875263e-01
5.554357182721601566e+04 -3.291353994416136963e+00
5.554357182721612480e+04 -3.242774016384915026e-01
5.554357182721734716e+04 4.496775008635562343e-01
5.554357182721777644e+04 -5.178337743279612208e-03
5.554357182721872960e+04 1.472435711666089553e+00
5.554357182721902063e+04 -3.975241619390758263e+00
5.554357182722128346e+04 -6.700729884523124014e+00
5.554357182722176367e+04 -2.188089297006610590e+00
5.554357182722220023e+04 -3.449510028981417786e+00
5.554357182722260040e+04 -3.306469405790287475e+00
5.554357182722297148e+04 9.986713510498160806e-01
5.554357182722599100e+04 -1.641057103753153168e+00
5.554357182722604921e+04 -1.359900982868115449e+00
5.554357182722686412e+04 -1.689756340071222773e+00
5.554357182722794096e+04 -1.593332777572834091e+00
5.554357182722826110e+04 -4.915336735491973585e-01
5.554357182722874859e+04 5.333002565201356848e-01
5.554357182722981815e+04 -1.927267477305976584e+00
5.554357182723237202e+04 -1.472499875599025287e+00
5.554357182723267033e+04 -2.725747933736951012e+00
5.554357182723330334e+04 1.174657695750333408e+00
5.554357182723555889e+04 -5.137973498737627986e-01
5.554357182723798178e+04 -2.255591601478157848e+00
5.554357182723817823e+04 -1.536100203054138191e-01
5.554357182723817823e+04 -1.089220303694998560e+00
5.554357182723836740e+04 -1.023008194869326148e+00
5.554357182723908772e+04 -1.625905106347343310e+00
5.554357182724001177e+04 -1.522870232716130756e+00
5.557847579288501584e+04 3.653555075478411407e+00
5.557847579288719135e+04 2.037907308897027203e+00
5.557847579289038549e+04 6.253319747083216917e+00
5.557847579290051362e+04 2.186978170955244050e+00
5.557847579290586145e+04 1.992897881477252220e+00
5.557847579291440343e+04 2.629499136599383391e+00
5.557847579292190494e+04 1.183629925995746568e+00
