# MJD residual_seconds
5.530512582382744586e+04 -1.937827357904544714e-06
5.530512582382791879e+04 1.153282769736774563e-06
5.530512582382969413e+04 -1.494548404969204619e-06
5.530512582383061090e+04 2.917825971780015190e-07
5.530512582383108384e+04 -5.345788634541873428e-07
5.530512582383127301e+04 -5.529382897807258456e-07
5.530512582383293193e+04 4.835313970216769243e-08
5.530512582383445988e+04 -1.358202477561617531e-06
5.530512582383581321e+04 -6.753664812750345055e-06
5.530512582383618428e+04 -1.137680064777988228e-05
5.530512582383950212e+04 -1.389794651413184144e-06
5.530512582384007692e+04 -1.249989439492581225e-06
5.530512582384191774e+04 -4.036965572031090028e-06
5.530512582384292909e+04 -2.635785625440868451e-06
5.530512582384711277e+04 -8.214574026033460657e-07
5.530512582384793495e+04 -1.036683742263896355e-06
5.530512582384943380e+04 -1.315753619647823674e-06
5.530512582385077258e+04 2.700931653028515993e-06
5.530512582385165297e+04 -1.729666960664382931e-06
5.530512582385399583e+04 3.831944245728549966e-06
5.530512582385406859e+04 -3.079149171768637134e-06
5.530512582385422866e+04 3.196742570627985438e-06
5.530512582385668793e+04 2.860946225965415089e-07
5.530512582385683345e+04 -2.294010178108448007e-07
5.530513962306426401e+04 -9.000531767119767692e-07
5.530513962306524627e+04 -9.485730736257746602e-07
5.530513962306542817e+04 -2.359233864574956883e-06
5.530513962306673056e+04 -1.684506857921566468e-06
5.530513962306835310e+04 -8.151224747816805806e-07
5.530513962307074689e+04 -2.228378474397956801e-07
5.530513962307113252e+04 1.436720113526018422e-06
5.530513962307149632e+04 -2.639574238947054871e-06
5.530513962307458132e+04 -2.861494629321657737e-06
5.530513962307635666e+04 -4.199542367532384176e-06
5.530513962307638576e+04 -1.253246019084120629e-06
5.530513962307706970e+04 -7.241837851471199387e-06
5.530513962307732436e+04 -6.371031873711385245e-06
5.530513962308076589e+04 -1.787106938191107762e-06
5.530513962308420741e+04 -1.197371285334282701e-06
5.530513962308465852e+04 -1.020138019552381673e-06
5.530513962308641931e+04 -3.683027350144538590e-06
5.530513962308739428e+04 1.246620671586279334e-06
5.530513962308758346e+04 -2.429183507116680205e-08
5.530513962308787450e+04 -2.568770101518388969e-06
5.530513962308970804e+04 1.391076923988701055e-06
5.530513962309122144e+04 -9.775056099380354964e-07
5.530513962309262570e+04 -1.422087513930340148e-06
5.530513962309359340e+04 1.250148588474284208e-06
5.530513962309570343e+04 -8.620723396133637720e-07
5.530513962309688213e+04 -1.779038643875530023e-06
5.530513962309870840e+04 -5.039587155646766500e-07
5.530513962309974886e+04 -1.618257942101543301e-07
5.530513962310385250e+04 -7.309089545683247389e-07
5.530513962310468196e+04 -1.923402322376803702e-06
5.530513962310628995e+04 -9.427552827691414825e-07
5.530513962310737406e+04 4.603548828634118023e-07
5.530513962310794159e+04 -1.168487164108254555e-06
5.530513962311064824e+04 1.376900880333009220e-06
5.530513962311084470e+04 -1.297100510600404467e-06
5.530513962311093928e+04 -1.160806190482537702e-06
5.530513962311342766e+04 -1.189437063565195309e-06
5.530513962311357318e+04 -1.329870607538993072e-06
5.530712083545287169e+04 9.126981348795581333e-07
5.530712083545315545e+04 3.677836791617511916e-07
5.530712083545511996e+04 -2.519018508816273106e-06
5.530712083545623318e+04 -1.340011136675815862e-06
5.530712083545656060e+04 -7.568226931724147722e-07
5.530712083545674250e+04 6.199400889395733410e-07
5.530712083545675705e+04 4.958623315697246635e-07
5.530712083545949281e+04 -1.867378581854740124e-06
5.530712083546063513e+04 -4.678016534488912060e-07
5.530712083546064241e+04 -2.036110477714596880e-06
5.530712083546404028e+04 -1.088657566075191823e-06
5.530712083546521899e+04 -1.730064884756371467e-06
5.530712083546552458e+04 1.619029513338874222e-05
5.530712083546689973e+04 -2.038456747278178281e-06
5.530712083546746726e+04 -1.230546754839501443e-06
5.530712083546789654e+04 1.329063740993116866e-05
5.530712083546857320e+04 -1.456491981778458828e-06
5.530712083546924259e+04 -2.283090729536844759e-06
5.530712083546954091e+04 -1.273331326153449627e-06
5.530712083547083603e+04 -1.141416709220890879e-06
5.530712083547198563e+04 -9.294705024189308940e-08
5.530712083547380462e+04 -9.348933803360223719e-07
5.530712083547454677e+04 9.919515029067123815e-07
5.530712083547519433e+04 -1.109022760259945167e-06
5.530712083547660586e+04 -1.172305002203393279e-06
5.530712083547737711e+04 -2.275616717103922307e-06
5.530712083547770453e+04 -1.113098672080034907e-06
5.530712083547880320e+04 -6.772506756562922326e-06
5.530712083548001829e+04 4.536327924130211149e-06
5.530712083548268856e+04 1.390160123056057777e-07
5.530712083548381634e+04 -3.507364079169151111e-06
5.530712083548386727e+04 2.798265698888531885e-06
5.530712083548473311e+04 -1.888578537251570242e-06
5.530712083548510418e+04 2.544457550996793109e-05
5.530712083548800729e+04 -3.194950716061425832e-07
5.530712083548902592e+04 -8.383621433499161395e-06
5.530712083549013914e+04 -2.656530654564804026e-06
5.530712083549051022e+04 -2.912877363454364392e-06
5.530712083549173258e+04 -1.962231716293179166e-06
5.530712083549202362e+04 3.566076295180470243e-06
5.530712083549294766e+04 -8.323816176962791704e-07
5.530712083549585077e+04 -1.814852469563655360e-06
5.530712083549800445e+04 -1.352852307239669983e-06
5.530712083549873205e+04 -1.616644298730762087e-06
5.530712083549891395e+04 4.437086573963786849e-06
5.530712083549921226e+04 -1.627573871439299313e-06
5.530712083550124225e+04 -1.215959981001699440e-06
5.530712083550161333e+04 1.447658236054370874e-06
5.530712083550236275e+04 -3.013500937731035110e-06
5.530713449342973036e+04 4.071031279671099261e-06
5.530713449343200045e+04 8.187877645378707691e-07
5.530713449343319371e+04 8.753520818219849147e-06
5.530713449343344109e+04 1.350891375624959550e-06
5.530713449343354296e+04 -2.250312120055616394e-06
5.530713449343359389e+04 3.695026807399676128e-07
5.530713449343635148e+04 -5.155586137291058342e-07
5.530713449343748653e+04 -2.764497892965315528e-06
5.530713449343753746e+04 -1.241585926534457971e-06
5.530713449344084074e+04 -2.685573853931325941e-06
5.530713449344209221e+04 1.543048192712689283e-06
5.530713449344218679e+04 1.004666581432798149e-06
5.530713449344376568e+04 -1.604433056321850387e-06
5.530713449344429682e+04 -1.884937829173663832e-06
5.530713449344468245e+04 8.908859824346365648e-06
5.530713449344549008e+04 -3.584101602588838042e-07
5.530713449344607216e+04 -3.297420304247041751e-06
5.530713449344637775e+04 -1.557921587435818995e-06
5.530713449344766559e+04 -1.743068857698110460e-06
5.530713449344881519e+04 -1.242521774190317253e-06
5.530713449345061235e+04 -3.797292768751066305e-06
5.530713449345138361e+04 6.603070981453794108e-07
5.530713449345192930e+04 -7.348938369350357193e-06
5.530713449345342815e+04 -3.458334493765116038e-06
5.530713449345424306e+04 5.707480894166878678e-08
5.530713449345456320e+04 -1.716133576701415070e-06
5.530713449345572735e+04 2.486767146564245065e-07
5.530713449345671688e+04 -7.401251136041670172e-06
5.530713449345956178e+04 9.233622226646899326e-07
5.530713449346068228e+04 -8.633007686458328582e-07
5.530713449346074776e+04 6.365239728602645909e-06
5.530713449346155539e+04 8.679860046928557345e-07
5.530713449346159177e+04 -2.323064177420695440e-07
5.530713449346484413e+04 -3.231751501937377120e-07
5.530713449346597918e+04 1.374193929052463961e-06
5.530713449346704147e+04 3.073842773622916237e-06
5.530713449346733978e+04 -2.583713300803106982e-06
5.530713449346863490e+04 4.453418951075546264e-06
5.530713449346886773e+04 4.227023091410884192e-06
5.530713449346979178e+04 -2.965537692066823445e-07
5.530713449347268761e+04 -1.936003508369049917e-06
5.530713449347487040e+04 4.632598928951187341e-06
5.530713449347559072e+04 3.471099053065049224e-07
5.530713449347572168e+04 2.016970703029939277e-06
5.530713449347609276e+04 2.051522049514767344e-06
5.530713449347810820e+04 1.267343429838796415e-06
5.530713449347845017e+04 1.737826340897871179e-06
5.530713449347953429e+04 2.560962785927416247e-05
5.533025251063395262e+04 -7.740543655567510285e-07
5.533025251063614996e+04 -8.390396480612176863e-07
5.533025251063837641e+04 -7.379696973297835390e-07
5.533025251064061013e+04 -8.680227275954869844e-07
5.533025251064287295e+04 -8.420222301867246096e-07
5.533025251064515032e+04 -6.681413101002920230e-07
5.533025251064744953e+04 -8.426064034250062201e-07
5.533025251064976328e+04 -8.516839660767005282e-07
5.533026729427208920e+04 -1.585175516302356243e-06
5.533026729427256214e+04 -7.195137744597274968e-07
5.533026729427302052e+04 -8.506883322175056602e-07
5.533026729427349346e+04 -1.021573606380394013e-08
5.533026729427394457e+04 -1.006728559044105829e-06
5.533026729427523242e+04 -1.150247602531433493e-05
5.533703894959584431e+04 -1.521674952166036626e-06
5.533703894959682657e+04 -1.452530228516789866e-06
5.533703894959767058e+04 -8.255317183259389593e-07
5.533703894959830359e+04 -2.264482348625893827e-06
5.533703894959992613e+04 -1.524226054786768264e-06
5.533703894960234902e+04 1.029728267727317556e-06
5.533703894960272737e+04 7.021126897830460588e-07
5.533703894960367325e+04 1.986660901182225411e-05
5.533703894960598700e+04 -5.074878614101498297e-06
5.533703894960779144e+04 -1.624771686095428728e-06
5.533703894960796606e+04 -1.265430127769894405e-06
5.533703894960803882e+04 5.829776020079011561e-06
5.533703894960875186e+04 -1.786547238522092057e-06
5.533703894961177139e+04 -1.806950739148798223e-06
5.533703894961271726e+04 -1.421992545883890802e-06
5.533703894961488550e+04 -5.306825130830222999e-07
5.533703894961582409e+04 1.262656705814062154e-06
5.533703894961642072e+04 5.721443056781690404e-08
5.533703894961803599e+04 -1.695069327237715023e-06
5.533703894961906917e+04 -2.896094338139065129e-07
5.533703894961946935e+04 8.437010133693072515e-07
5.533703894962034246e+04 2.806140827629912663e-06
5.533703894962127379e+04 -6.848116740883813103e-07
5.533703894962280901e+04 -8.289377994475079603e-07
5.533703894962422783e+04 3.271064569085651568e-07
5.533703894962521736e+04 1.555868310667695776e-06
5.533703894962843333e+04 -3.572490653971670850e-06
5.533703894962991762e+04 -7.963110856487480202e-07
5.533703894963030325e+04 -3.336296538948283850e-07
5.533703894963128550e+04 -3.381066447583482943e-06
5.533703894963541825e+04 -2.753081280497919653e-06
5.533703894963634229e+04 -8.580025461877072700e-07
5.533703894963751372e+04 -9.944530182602239833e-07
5.533703894963877974e+04 1.891759410137341493e-06
5.533703894963961648e+04 -2.949021922787544298e-06
5.533703894964189385e+04 1.261987141132479121e-06
5.533703894964243227e+04 -1.027685186653852016e-06
5.533703894964250503e+04 -1.801127095919073873e-06
5.533703894964505162e+04 2.745790358572820854e-06
5.533703894964517531e+04 2.671345827502844092e-08
5.533705246206401353e+04 -2.010278938360255908e-06
5.533705246206490847e+04 -1.711252202819531555e-06
5.533705246206539596e+04 4.739782444141567343e-06
5.533705246206652373e+04 1.718801302875677084e-06
5.533705246206812444e+04 -3.142285051633175395e-07
5.533705246207045275e+04 -3.037139189081521276e-07
5.533705246207068558e+04 1.332035045120381732e-07
5.533705246207117307e+04 2.965353572689728924e-06
5.533705246207419259e+04 -3.258727111029151499e-06
5.533705246207510936e+04 4.057247573770304866e-06
5.533705246207584423e+04 -1.586266795590696528e-06
5.533705246207616437e+04 4.274437916627881810e-06
5.533705246207690652e+04 2.377319896322824005e-06
5.533705246207712480e+04 -3.407832541795458377e-06
5.533705246207991877e+04 -4.441383969812818879e-06
5.533705246208047902e+04 -4.964578354216216292e-07
5.533705246208305471e+04 -9.172083442774385153e-07
5.533705246208388417e+04 -5.198943602658005563e-06
5.533705246208445897e+04 -2.073959407689122491e-06
5.533705246208628523e+04 4.765802094771285694e-06
5.533705246208728204e+04 -6.302303147847638233e-07
5.533705246208764584e+04 4.410337733598739129e-06
5.533705246208943572e+04 -2.505749088239946410e-06
5.533705246209097095e+04 -2.340889867243989627e-06
5.533705246209238976e+04 -7.610657009220980567e-07
5.533705246209334291e+04 -1.501615943499067653e-06
5.533705246209652978e+04 1.049632023621144221e-05
5.533705246209755569e+04 4.047554766664851017e-07
5.533705246209845791e+04 -2.262278664151431733e-06
5.533705246209954203e+04 2.567225943935567313e-06
5.533705246210448240e+04 -6.843799285666469311e-07
5.533705246210585028e+04 7.215074541075833843e-07
5.533705246210707264e+04 1.707645668521902345e-07
5.533705246210794576e+04 1.013825875148454685e-05
5.533705246210976475e+04 4.424907801136840084e-07
5.533705246211062331e+04 -1.521845416267144484e-07
5.533705246211070335e+04 -2.404561505244724587e-07
5.533705246211315534e+04 -3.038677351897305116e-06
5.533705246211335179e+04 -6.867911062678263778e-07
5.534003133005271957e+04 -5.003626610616905540e-07
5.534003133005309064e+04 -2.020098119013226416e-06
5.534003133005597192e+04 3.794732623193716255e-07
5.534003133005708514e+04 -6.515603151974185748e-07
5.534003133005739073e+04 -3.967051633862108530e-07
5.534003133005759446e+04 -4.537354747989766704e-07
5.534003133005982818e+04 1.139987135718079529e-07
5.534003133006034477e+04 -7.507402154472283638e-07
5.534003133006107964e+04 -7.480409413812663038e-07
5.534003133006277494e+04 -1.556750566219854127e-08
5.534003133006441203e+04 -1.149195045059088879e-06
5.534003133006500866e+04 1.144929076509156645e-06
5.534003133006612188e+04 8.164513376060415004e-07
5.534003133006617281e+04 -4.329137955153480589e-07
5.534003133006774442e+04 -9.137556729120548702e-07
5.534003133006824646e+04 -3.819917510991578103e-06
5.534003133006856660e+04 1.496048172926073131e-07
5.534003133006863936e+04 8.358064654039454128e-07
5.534003133007010183e+04 -1.436019992559360482e-07
5.534003133007159340e+04 1.038537816745837846e-05
5.534003133007162251e+04 -1.462187404842485650e-06
5.534003133007199358e+04 -9.916466458590960414e-08
5.534003133007279393e+04 -8.354674144056498413e-07
5.534003133007536235e+04 -6.578045312366741336e-07
5.534003133007612632e+04 5.663236939277012491e-06
5.534003133007756696e+04 5.180524696653364374e-06
5.534003133007822908e+04 -3.834506024706078750e-07
5.534003133007838187e+04 3.543018211355547896e-06
5.534003133007860015e+04 -7.490499437003945560e-07
5.534003133007970609e+04 1.695818927367336881e-07
5.534003133007996075e+04 -6.798964414915226848e-07
5.534003133008084114e+04 5.198621564243127634e-06
5.534003133008362784e+04 5.291397904296244566e-06
5.534003133008466830e+04 -5.255773443785602784e-07
5.534003133008466830e+04 -4.945620390651708482e-08
5.534003133008471923e+04 -2.208294209624384995e-06
5.534003133008558507e+04 -1.732783189810362465e-07
5.534003133008560690e+04 -1.338625864144063888e-07
5.534003133008883742e+04 -1.538455142315938664e-07
5.534003133008996519e+04 7.249822048812120752e-07
5.534003133009097655e+04 -1.299750002225923098e-06
5.534003133009101293e+04 -3.810522324092824505e-06
5.534003133009121666e+04 4.814754587115066786e-08
5.534003133009264275e+04 -3.629553259936152257e-07
5.534003133009379235e+04 -1.305672337746817275e-06
5.534003133009663725e+04 -4.484491182421639869e-06
5.534003133009774319e+04 -6.904775319860240824e-07
5.534003133009826706e+04 9.714743155880820965e-07
5.534003133009891462e+04 5.055415325522356242e-06
5.534003133009952580e+04 -4.287117506782818297e-06
5.534003133010004967e+04 -8.733846734516761503e-07
5.534003133010208694e+04 -1.574417564984673991e-06
5.534003133010239981e+04 -1.102791845074441503e-06
5.534003133010269812e+04 -7.525186825818137508e-08
5.534003133010322199e+04 -1.053878243063531644e-06
5.534004370596551598e+04 3.825947728774861076e-06
5.534004476712089672e+04 -9.279059129229682823e-07
5.534004476712374890e+04 -1.380539086148129829e-06
5.534004476712487667e+04 -5.936755573177308294e-07
5.534004476712516771e+04 -2.010186061166397910e-06
5.534004476712537144e+04 1.490000421176203043e-06
5.534004476712539326e+04 -2.167532042994665737e-07
5.534004476712758333e+04 -3.329662357543027104e-06
5.534004476712815085e+04 5.047736336257387966e-07
5.534004476712890028e+04 -5.798844401992062022e-07
5.534004476713099575e+04 7.381568686803244620e-06
5.534004476713173062e+04 -1.417880418481550852e-06
5.534004476713269833e+04 -1.037551452307801287e-06
5.534004476713340409e+04 -9.714824821466953037e-06
5.534004476713397162e+04 -3.034829789126198910e-07
5.534004476713556505e+04 1.698709611400495561e-06
5.534004476713609620e+04 4.512539479987717446e-07
5.534004476713636541e+04 3.409401740171420181e-07
5.534004476713642362e+04 -3.014718907152538766e-07
5.534004476713790064e+04 -5.481750966441595973e-08
5.534004476713925396e+04 -1.154293526063154486e-06
5.534004476713950862e+04 2.756561544694983913e-07
5.534004476713977783e+04 -1.567060333995980086e-06
5.534004476714060002e+04 -1.979394210097160519e-07
5.534004476714316115e+04 -9.743623162990805920e-07
5.534004476714380871e+04 -3.973745540801329788e-06
5.534004476714537304e+04 7.238912837167175645e-06
5.534004476714614430e+04 9.532000146877858662e-07
5.534004476714618795e+04 1.403779524778201713e-05
5.534004476714639895e+04 1.400885926782723861e-07
5.534004476714749035e+04 -8.644371930921004984e-07
5.534004476714775956e+04 -8.562997343675732820e-07
5.534004476714862540e+04 4.275754205811502882e-06
5.534004476715138298e+04 1.586437686596007196e-06
5.534004476715239434e+04 -6.399842004982578146e-06
5.534004476715245983e+04 -1.153674504603462601e-06
5.534004476715253259e+04 -5.583636683517312218e-07
5.534004476715336932e+04 -2.486624703643406520e-07
5.534004476715339115e+04 -2.381958059873920978e-06
5.534004476715662167e+04 -1.276721180247383760e-06
5.534004476715777128e+04 1.285002699540488682e-06
5.534004476715871715e+04 7.379396248554863509e-07
5.534004476715877536e+04 -8.323989088029244726e-07
5.534004476715900091e+04 -8.229672775810181066e-07
5.534004476716039790e+04 -3.738263749716000827e-07
5.534004476716160571e+04 -1.472693090295987749e-07
5.534004476716448698e+04 4.959703344570306631e-07
5.534004476716530189e+04 -1.409076587278928025e-06
5.534004476716611680e+04 -2.542203626537015406e-07
5.534004476716669888e+04 -2.144570911565363379e-06
5.534004476716736826e+04 -8.117035875740245778e-07
5.534004476716784848e+04 -9.720732403813114645e-07
5.534004476716989302e+04 -3.923557861339717214e-07
5.534004476717020589e+04 -5.933563369689425984e-07
5.534004476717102079e+04 -9.186857651821341259e-07
5.534004476717287616e+04 -1.892110710420939324e-06
5.535817267260504013e+04 -6.831321636993978189e-07
5.535817267260709923e+04 -5.228223647070401244e-07
5.535817267260917288e+04 -7.452952415625903683e-08
5.535817267261123925e+04 -2.656726601021214945e-06
5.535817267261335655e+04 -1.681539825471205125e-06
5.535817267261548841e+04 -1.576591879535441870e-06
5.535817267261763482e+04 -1.305243676369380534e-06
5.535817267261978850e+04 -2.624283172905940234e-06
5.535817267262198584e+04 -1.049373137831320410e-06
5.535817267262419045e+04 -8.814427510624926188e-07
5.535817267262640962e+04 -6.539163193273392801e-07
5.535817267262865062e+04 -6.488295430693834900e-07
5.535817267263090616e+04 -7.887496743167464361e-07
5.535817267263318354e+04 -7.951612150221772761e-07
5.535817267263548274e+04 -7.830217971916390207e-07
5.535817267263780377e+04 -6.791065290842087925e-07
5.536097372852227272e+04 -1.078025932368217225e-06
5.536097372852259286e+04 -6.870964564607622199e-07
5.536097372852447734e+04 -1.037666105619909751e-06
5.536097372852567059e+04 3.095098858624612797e-06
5.536097372852593980e+04 4.965231176960246871e-07
5.536097372852605622e+04 -2.897621556994060353e-06
5.536097372852615081e+04 6.160219251805251953e-07
5.536097372852639819e+04 -3.720049568660612520e-07
5.536097372852888657e+04 -5.895054754967164119e-07
5.536097372852959961e+04 -1.328376619041910613e-06
5.536097372852984699e+04 -7.073461992862135649e-07
5.536097372853009438e+04 1.680275556556596449e-07
5.536097372853364504e+04 -1.640930194621656624e-07
5.536097372853464185e+04 1.056492537101383383e-06
5.536097372853469278e+04 -2.359175835622780034e-06
5.536097372853534034e+04 -3.697392904405289644e-07
5.536097372853584966e+04 -6.075321146098074276e-07
5.536097372853640263e+04 1.025503890298102165e-05
5.536097372853682464e+04 1.084728375002672052e-06
5.536097372853726847e+04 1.541221761276279843e-05
5.536097372853808338e+04 5.064819024980847807e-06
5.536097372853854176e+04 -1.276310184052626426e-06
5.536097372853878915e+04 1.241588054842874707e-05
5.536097372854054993e+04 -1.164206115947830989e-06
5.536097372854132118e+04 -7.460851847135431811e-07
5.536097372854273272e+04 -1.670307367511946988e-06
5.536097372854322020e+04 6.650012333800592481e-07
5.536097372854391142e+04 -7.359648355890919826e-07
5.536097372854605783e+04 1.120816767467220911e-06
5.536097372854675632e+04 -5.770572119787189904e-07
5.536097372854690184e+04 -5.115031852191707351e-07
5.536097372854813148e+04 -9.269373042052981033e-06
5.536097372854852438e+04 1.263936816694302549e-06
5.536097372854887362e+04 -2.061884594710486921e-06
5.536097372854933201e+04 2.657429139247423506e-06
5.536097372855319554e+04 -6.412532075930349290e-09
5.536097372855321737e+04 5.400098300028034754e-08
5.536097372855329741e+04 -8.456579920096560551e-07
5.536097372855401045e+04 -4.706373942180322172e-07
5.536097372855414142e+04 -1.645356839033615329e-06
5.536097372855416324e+04 6.209610620271681160e-07
5.536097372855737194e+04 9.278744168809347871e-09
5.536097372855847061e+04 -1.871918693281613011e-06
5.536097372855946014e+04 -4.929386188391862911e-06
5.536097372855978028e+04 -1.700121627795918988e-07
5.536097372855980939e+04 -1.192379173847190871e-06
5.536097372856123548e+04 -5.124400969428674516e-07
5.536097372856236325e+04 2.915682247897477113e-07
5.536097372856519360e+04 -1.816072689362663081e-06
5.536097372856631409e+04 -5.145219456508885904e-07
5.536097372856720176e+04 -2.339719089347112745e-06
5.536097372856811853e+04 -8.041205081912733999e-07
5.536097372856814764e+04 3.228866017649124531e-06
5.536097372856863512e+04 2.842357477555444716e-06
5.536097372857064329e+04 -8.629584048292513172e-07
5.536097372857091250e+04 -2.569304492332060103e-06
5.536097372857173468e+04 -4.104217281771917143e-06
5.536097372857292066e+04 -7.935338313406324066e-07
5.536098680833262188e+04 -9.919255538758028754e-07
5.536098680833294202e+04 -8.187620815224125324e-07
5.536098680833484104e+04 -2.033790011813541889e-06
5.536098680833599792e+04 -1.717244729547062150e-06
5.536098680833630351e+04 -9.022456512056284936e-07
5.536098680833644175e+04 -2.405436982552378120e-06
5.536098680833652179e+04 -3.173605515433464542e-07
5.536098680833707476e+04 -7.751299801820570398e-07
5.536098680833925027e+04 -1.738599506813239375e-06
5.536098680833999242e+04 -2.286855667553689221e-06
5.536098680834021798e+04 -5.856343967337323334e-07
5.536098680834047991e+04 -7.230547666331808813e-07
5.536098680834395782e+04 -3.167612153384944818e-07
5.536098680834498373e+04 -6.846541547755679440e-07
5.536098680834509287e+04 -7.864692190049688541e-07
5.536098680834571860e+04 -4.685816151718299108e-07
5.536098680834622064e+04 -7.963304676129859759e-07
5.536098680834670085e+04 3.088532762066980185e-06
5.536098680834723200e+04 3.536219083955264698e-06
5.536098680834745028e+04 -2.255846868889250592e-06
5.536098680834838160e+04 1.113853629834378269e-07
5.536098680834892730e+04 -1.309949624408049189e-06
5.536098680834909464e+04 6.198263810731897691e-06
5.536098680835093546e+04 -7.547991021846216114e-07
5.536098680835186678e+04 -2.489101321524494919e-07
5.536098680835361301e+04 1.991377211583269564e-06
5.536098680835428968e+04 -6.608089267549193527e-07
5.536098680835638515e+04 -5.292253801488130419e-06
5.536098680835712003e+04 -2.136302838522004922e-06
5.536098680835728010e+04 -5.781481475207077608e-07
5.536098680835848063e+04 -1.158228221708742081e-05
5.536098680835888808e+04 -1.825335809608538965e-07
5.536098680835925916e+04 -1.605002598641415051e-06
5.536098680836357380e+04 -4.550602392479856969e-07
5.536098680836358108e+04 -1.278458803016938621e-06
5.536098680836368294e+04 -7.413192249061200211e-07
5.536098680836438143e+04 -1.316610423002496029e-06
5.536098680836449785e+04 -1.005705232265209072e-06
5.536098680836452695e+04 -1.179646272184858834e-06
5.536098680836769199e+04 -5.539890051129285720e-06
5.536098680836887070e+04 -5.086075906386952336e-07
5.536098680836988933e+04 -6.733806221411152573e-07
5.536098680837015127e+04 -7.255835238295071317e-07
5.536098680837031861e+04 -1.221363583466393070e-06
5.536098680837154097e+04 -4.195972526501065843e-07
5.536098680837273423e+04 -6.851827304697716212e-07
5.536098680837557913e+04 -1.005915917695410035e-06
5.536098680837669235e+04 -5.946220456538960087e-07
5.536098680837774737e+04 -2.137371162622619893e-06
5.536098680837832217e+04 -1.478798872573455310e-05
5.536098680837864958e+04 -8.881999558588978354e-07
5.536098680837894062e+04 -3.345407635241348103e-06
5.536098680838102882e+04 -5.198335062377867943e-07
5.536098680838134169e+04 1.299369211342092061e-06
5.536098680838217842e+04 1.400954436920364725e-06
5.536098680838328437e+04 -6.713150004674909564e-07
5.536499757067518658e+04 -8.508872576255354400e-07
5.536499757067727478e+04 -3.387400710378061926e-06
5.536499757067946484e+04 1.487734850488421603e-06
5.536499757068158942e+04 -9.809046416196861303e-07
5.536499757068377221e+04 -1.831704628335289922e-07
5.536499757068592589e+04 -3.511410101391035795e-06
5.536499757068821054e+04 2.581465432647287060e-06
5.536499757069042971e+04 1.767153875131531795e-06
5.536499757069262705e+04 -2.684563425820708734e-06
5.536499757069501356e+04 7.742023621858261828e-06
5.536499757069724001e+04 2.505388307089848824e-06
5.536500384223746369e+04 -4.766915784183323365e-07
5.536500384223838046e+04 4.322646892506841619e-07
5.536500384223883157e+04 9.960735314014729662e-07
5.536500384223985748e+04 -8.505192231650776248e-07
5.536500384224150184e+04 1.016896407761493363e-06
5.536500384224390291e+04 1.184583655031511486e-06
5.536500384224463050e+04 -3.847721906680209039e-06
5.536500384224765003e+04 -7.313020398092252683e-06
5.536500384224803565e+04 2.811634609845235095e-06
5.536500384224938898e+04 2.100757893812095279e-06
5.536500384224952722e+04 -2.614112373133670354e-07
5.536500384225026210e+04 -4.515281485450437150e-06
5.536500384225053131e+04 -2.437364056263261445e-07
5.536500384225480229e+04 -5.512952360491494012e-07
5.536500384225735615e+04 -4.236609649671911083e-07
5.536500384225780726e+04 4.985853768812846053e-07
5.536500384225959715e+04 -2.758590358688048790e-06
5.536500384225987364e+04 7.337760231741682080e-07
5.536500384226042661e+04 -1.644993976413075772e-07
5.536500384226097958e+04 -1.575098073644572446e-06
5.536500384226284950e+04 -3.150664585803064452e-07
5.536500384226436290e+04 -4.182404704362660426e-07
5.536500384226576716e+04 1.589254821672278124e-07
5.536500384226602182e+04 2.743958618585605788e-07
5.536500384226997994e+04 -3.149837857868239160e-06
5.536500384227126779e+04 -6.372067425019212446e-07
5.536500384227184986e+04 -6.639895957823210778e-07
5.536500384227281029e+04 -3.737487937785332499e-06
5.536500384227700852e+04 -2.073317189994948835e-07
5.536500384227783798e+04 -1.483628275876981326e-06
5.536500384227900213e+04 -1.211347949292155562e-06
5.536500384228049370e+04 1.323573258962306825e-06
5.536500384228183248e+04 7.536758206922722331e-07
5.536500384228351322e+04 -3.049773717251883308e-06
5.536500384228398616e+04 -1.447512084640368673e-06
5.536500384228406620e+04 -6.311464771886304412e-07
5.536500384228654730e+04 -1.773300658123211830e-06
5.536500384228670737e+04 -2.566887499536200243e-06
5.536501762089202384e+04 -7.117218164859507888e-07
5.536501762089292606e+04 -5.008661939124108225e-06
5.536501762089346448e+04 -7.029997854976698103e-07
5.536501762089446856e+04 -1.657010414169408342e-06
5.536501762089610565e+04 -1.767105070418585534e-07
5.536501762089849944e+04 -3.814015111266032511e-07
5.536501762089925614e+04 -5.822279538638145549e-07
5.536501762090207194e+04 -4.010343260023424031e-06
5.536501762090261764e+04 -5.788705538454205032e-07
5.536501762090410193e+04 8.718859569536305528e-06
5.536501762090414559e+04 -2.017268747171443192e-07
5.536501762090500415e+04 -1.056356627327414720e-06
5.536501762090514967e+04 -3.495575522246237957e-07
5.536501762090795819e+04 -1.903334402160242452e-06
5.536501762090930424e+04 -1.869802565664038217e-06
5.536501762091196724e+04 -5.153286793510329215e-07
5.536501762091241835e+04 -1.562539360320740641e-07
5.536501762091422279e+04 -1.701710174568014582e-06
5.536501762091447745e+04 -7.239495519463341467e-07
5.536501762091513228e+04 -1.318575394535351994e-06
5.536501762091559794e+04 1.139857159928696673e-06
5.536501762091744604e+04 -1.638697407801745583e-06
5.536501762091898127e+04 -4.202455732521013071e-07
5.536501762092034187e+04 -3.756229098445817180e-06
